Start Time,Ambient Temperture,Ambient Pressure,NOy,NO,NO2,O3,SO2,CO,PM2.5,PM10
Unix Time (s UTC),C,mmHg,ppbv,ppbv,ppbv,ppbv,ppbv,ppbv,ug m-3,ug m-3
1580058480.0,21.1,744.3,18.3,1.33,14.0,5.0,1.08,453.0,6.9,11.4
1580058540.0,21.1,744.3,18.3,1.34,13.9,5.1,1.08,451.9,6.9,11.4
1580058600.0,21.1,744.3,18.3,1.36,13.9,5.3,1.08,449.4,6.9,11.4
1580058660.0,21.1,744.3,18.4,1.39,14.0,5.4,1.09,453.7,6.9,11.4
1580058720.0,21.1,744.4,18.4,1.41,14.0,5.1,1.09,454.1,6.9,11.3
1580058780.0,21.0,744.3,18.5,1.42,14.1,4.7,1.10,453.5,6.9,11.3
1580058840.0,21.0,744.3,18.5,1.44,14.1,4.8,1.10,452.0,6.9,11.3
1580058900.0,21.0,744.3,18.5,1.46,14.1,5.1,1.11,451.7,7.0,11.4
1580058960.0,21.0,744.3,18.6,1.43,14.1,5.3,1.11,454.8,7.0,11.4
1580059020.0,21.0,744.3,18.6,1.43,14.0,5.1,1.11,455.5,7.0,11.5
1580059080.0,21.0,744.3,18.6,1.41,14.0,5.0,1.10,455.2,7.0,11.5
1580059140.0,21.0,744.3,18.6,1.39,13.9,4.8,1.10,454.5,7.0,11.5
1580059200.0,21.0,744.3,18.6,1.39,13.9,5.1,1.08,450.5,7.0,11.6
1580059260.0,20.9,744.3,18.5,1.37,13.8,5.5,1.08,445.5,7.0,11.6
1580059320.0,20.9,744.3,18.4,1.36,13.8,5.8,1.08,444.1,7.0,11.6
1580059380.0,20.9,744.3,18.3,1.35,13.7,5.6,1.08,441.8,7.0,11.6
1580059440.0,20.9,744.3,18.3,1.34,13.7,5.5,1.07,443.2,6.9,11.5
1580059500.0,20.9,744.4,18.2,1.33,13.6,5.9,1.06,447.1,6.9,11.5
1580059560.0,20.9,744.3,18.1,1.31,13.5,5.5,1.06,445.0,6.9,11.4
1580059620.0,20.9,744.5,18.1,1.30,13.5,5.4,1.05,449.5,6.8,11.3
1580059680.0,20.9,744.3,18.0,1.27,13.4,5.7,1.05,446.9,6.8,11.1
1580059740.0,20.9,744.4,18.0,1.25,13.3,5.4,1.04,449.5,6.7,11.1
1580059800.0,20.9,744.4,18.0,1.23,13.3,5.6,1.03,445.5,6.7,11.1
1580059860.0,20.9,744.3,17.9,1.20,13.3,5.8,1.02,443.6,6.7,11.1
1580059920.0,20.9,744.3,17.8,1.17,13.2,5.9,1.01,441.6,6.7,11.0
1580059980.0,20.9,744.3,17.7,1.17,13.2,5.9,1.01,439.8,6.7,11.0
1580060040.0,20.9,744.3,17.6,1.16,13.2,5.9,1.01,440.5,6.7,10.9
1580060100.0,20.8,744.4,17.5,1.14,13.1,5.8,1.01,438.9,6.7,10.9
1580060160.0,20.8,744.4,17.4,1.14,13.1,5.9,1.01,435.9,6.7,10.9
1580060220.0,20.8,744.5,17.4,1.13,13.1,6.0,1.01,431.8,6.7,10.9
1580060280.0,20.8,744.6,17.4,1.14,13.1,5.9,1.02,430.2,6.7,11.0
1580060340.0,20.8,744.5,17.4,1.16,13.1,6.2,1.02,433.1,6.7,11.0
1580060400.0,20.8,744.6,17.4,1.18,13.1,6.3,1.02,433.9,6.7,11.0
1580060460.0,20.8,744.7,17.4,1.19,13.1,6.0,1.02,436.2,6.7,11.0
1580060520.0,20.8,744.9,17.4,1.21,13.1,5.8,1.02,432.8,6.7,10.9
1580060580.0,20.8,745.0,17.4,1.22,13.1,5.9,1.02,432.2,6.6,10.9
1580060640.0,20.8,745.1,17.4,1.22,13.0,6.1,1.02,432.3,6.6,10.9
1580060700.0,20.8,745.1,17.4,1.21,13.0,6.1,1.03,434.5,6.6,10.9
1580060760.0,20.8,745.1,17.3,1.21,12.9,6.3,1.04,441.4,6.6,10.9
1580060820.0,20.8,745.0,17.2,1.17,12.9,6.2,1.04,440.8,6.6,10.9
1580060880.0,20.8,745.1,17.1,1.16,12.8,6.5,1.05,439.4,6.6,10.9
1580060940.0,20.8,745.0,17.0,1.14,12.8,6.7,1.06,433.0,6.6,10.9
1580061000.0,20.8,744.8,17.0,1.13,12.9,6.6,1.06,432.6,6.6,11.0
1580061060.0,20.8,744.8,17.0,1.13,12.9,6.2,1.06,432.2,6.6,11.0
1580061120.0,20.8,745.0,17.0,1.13,12.9,6.1,1.06,433.4,6.6,11.0
1580061180.0,20.8,745.1,16.9,1.13,12.8,6.5,1.06,429.7,6.7,11.1
1580061240.0,20.8,745.0,16.9,1.11,12.7,6.1,1.06,431.8,6.7,11.2
1580061300.0,20.8,745.0,17.0,1.10,12.7,5.9,1.06,431.4,6.7,11.2
1580061360.0,20.9,744.8,17.0,1.06,12.8,5.7,1.07,437.4,6.6,11.2
1580061420.0,20.9,744.6,17.0,1.03,12.9,5.8,1.07,433.0,6.6,11.0
1580061480.0,21.0,744.6,16.9,0.99,12.9,5.9,1.07,433.4,6.5,10.9
1580061540.0,21.0,744.6,16.9,0.94,12.9,6.0,1.07,NaN,6.4,10.8
1580061600.0,21.1,744.6,16.9,0.91,12.9,6.2,1.07,NaN,6.4,10.7
1580061660.0,21.1,745.0,16.8,0.94,12.8,6.0,1.06,NaN,6.4,10.7
1580061720.0,21.2,744.9,16.8,0.94,12.7,6.4,1.06,NaN,6.3,10.6
1580061780.0,21.2,744.5,16.8,0.94,12.5,6.9,1.06,NaN,6.3,10.6
1580061840.0,21.3,744.5,16.8,0.95,12.6,7.1,1.06,NaN,6.2,10.5
1580061900.0,21.3,744.5,16.7,1.01,12.6,7.1,1.05,NaN,6.2,10.4
1580061960.0,21.3,744.4,16.7,1.08,12.6,7.1,1.05,NaN,6.2,10.4
1580062020.0,21.3,744.4,16.7,1.12,12.6,7.0,1.05,NaN,6.2,10.4
1580062080.0,21.4,744.4,16.6,1.13,12.6,7.0,1.05,NaN,6.3,10.5
1580062140.0,21.4,744.3,16.6,1.11,12.4,7.2,1.05,NaN,6.4,10.6
1580062200.0,21.4,744.3,16.5,1.11,12.3,7.0,1.04,NaN,6.4,10.7
1580062260.0,21.4,744.4,16.5,1.12,12.3,7.3,1.04,NaN,6.5,10.8
1580062320.0,21.4,744.3,16.5,1.11,12.3,7.7,1.03,431.4,6.5,10.9
1580062380.0,21.4,744.3,16.5,1.07,12.3,7.4,1.03,432.0,6.5,10.9
1580062440.0,21.4,744.3,16.4,1.03,12.3,7.3,1.03,428.4,6.5,10.8
1580062500.0,21.3,744.3,16.4,1.03,12.4,7.2,1.03,431.8,6.5,10.8
1580062560.0,21.3,744.3,16.4,1.02,12.4,7.2,1.03,431.1,6.6,10.9
1580062620.0,21.3,744.3,16.4,1.03,12.3,7.2,1.03,433.8,6.6,11.0
1580062680.0,21.3,744.3,16.4,1.03,12.3,7.2,1.03,435.3,6.6,11.0
1580062740.0,21.3,744.3,16.4,1.05,12.3,7.4,1.02,436.8,6.6,11.0
1580062800.0,21.3,744.3,16.3,1.06,12.2,7.9,1.02,439.4,6.6,11.0
1580062860.0,21.2,744.3,16.3,1.05,12.2,7.8,1.02,435.7,6.6,11.0
1580062920.0,21.2,744.3,16.3,1.04,12.1,8.0,1.02,432.3,6.6,11.0
1580062980.0,21.2,744.3,16.2,1.02,12.1,8.0,1.03,428.9,6.6,11.0
1580063040.0,21.2,744.3,16.2,1.00,12.1,8.2,1.03,426.5,6.6,11.0
1580063100.0,21.2,744.3,16.1,0.98,12.0,8.2,1.03,424.8,6.6,11.1
1580063160.0,21.2,744.3,16.1,0.97,12.0,8.4,1.04,424.3,6.6,11.1
1580063220.0,21.1,744.2,16.0,0.94,12.0,8.1,1.04,421.3,6.6,11.1
1580063280.0,21.1,744.3,15.9,0.91,12.0,7.9,1.04,420.6,6.6,11.1
1580063340.0,21.1,744.3,15.9,0.90,12.1,8.2,1.04,419.3,6.6,11.0
1580063400.0,21.1,744.3,15.9,0.91,12.1,7.9,1.04,416.7,6.6,11.0
1580063460.0,21.1,744.3,15.9,0.92,12.1,8.1,1.05,417.9,6.6,11.0
1580063520.0,21.1,744.4,15.8,0.92,12.1,8.6,1.05,414.8,6.5,11.0
1580063580.0,21.0,744.3,15.8,0.92,12.0,8.4,1.04,419.6,6.5,10.9
1580063640.0,21.0,744.4,15.8,0.93,12.0,8.2,1.04,423.2,6.5,10.8
1580063700.0,21.0,744.4,15.9,0.94,11.9,8.4,1.04,428.2,6.5,10.7
1580063760.0,21.0,744.4,15.9,0.94,12.0,8.9,1.04,429.4,6.5,10.7
1580063820.0,21.0,744.4,15.9,0.94,11.9,8.7,1.03,422.2,6.4,10.6
1580063880.0,21.0,744.4,15.8,0.92,11.9,8.5,1.03,418.5,6.4,10.5
1580063940.0,21.0,744.4,15.8,0.91,11.9,8.7,1.03,416.5,6.3,10.5
1580064000.0,21.0,744.4,15.8,0.91,11.9,9.0,1.03,415.0,6.3,10.4
1580064060.0,21.0,744.5,15.8,0.91,11.9,9.1,1.02,415.3,6.4,10.5
1580064120.0,20.9,744.5,15.8,0.90,11.8,9.0,1.00,413.5,6.4,10.5
1580064180.0,20.9,744.4,15.7,0.89,11.9,8.9,1.00,413.6,6.4,10.5
1580064240.0,20.9,744.4,15.7,0.88,11.8,8.7,1.00,415.1,6.4,10.6
1580064300.0,20.9,744.4,15.7,0.86,11.8,9.0,1.00,416.3,6.4,10.6
1580064360.0,20.9,744.3,15.7,0.85,11.8,8.8,1.00,415.2,6.4,10.6
1580064420.0,20.9,744.3,15.7,0.85,11.8,9.0,0.99,415.5,6.4,10.6
1580064480.0,20.9,744.3,15.7,0.82,11.9,9.0,0.99,413.1,6.4,10.6
1580064540.0,20.9,744.3,15.6,0.81,11.9,9.1,0.99,414.8,6.5,10.6
1580064600.0,20.9,744.3,15.6,0.80,11.9,9.1,0.99,411.6,6.5,10.6
1580064660.0,20.9,744.3,15.6,0.80,11.9,8.7,0.99,413.6,6.5,10.7
1580064720.0,20.9,744.3,15.7,0.82,11.9,8.7,0.99,412.3,6.5,10.7
1580064780.0,20.9,744.3,15.7,0.83,11.9,8.7,0.99,413.4,6.4,10.6
1580064840.0,20.9,744.3,15.7,0.85,11.9,8.7,1.00,416.5,6.5,10.7
1580064900.0,20.9,744.4,15.8,0.86,12.0,8.6,1.00,415.4,6.5,10.7
1580064960.0,20.9,744.4,15.8,0.89,12.0,8.3,0.99,417.0,6.5,10.8
1580065020.0,20.9,744.5,15.9,0.93,12.0,8.6,1.00,416.8,6.5,10.8
1580065080.0,20.9,744.6,15.9,0.96,11.9,8.6,1.00,417.2,6.5,10.8
1580065140.0,20.9,744.5,15.9,0.96,11.9,8.4,1.01,415.5,6.5,10.8
1580065200.0,20.9,744.8,15.9,0.94,11.9,8.3,1.01,414.8,6.4,10.7
1580065260.0,20.9,745.0,15.9,0.92,12.1,7.9,1.02,413.4,6.4,10.6
1580065320.0,21.0,745.1,15.9,0.88,12.0,8.2,1.02,416.5,6.3,10.5
1580065380.0,21.0,744.7,15.8,0.83,12.0,8.6,1.02,416.7,6.3,10.5
1580065440.0,21.1,744.6,15.7,0.79,12.0,8.4,1.02,416.4,6.3,10.4
1580065500.0,21.1,744.6,15.7,0.75,11.9,8.2,1.03,412.5,6.3,10.4
1580065560.0,21.1,744.6,15.7,0.73,12.0,8.4,1.03,417.6,6.3,10.4
1580065620.0,21.1,744.6,15.7,0.74,12.0,8.4,1.03,419.8,6.3,10.4
1580065680.0,21.2,744.6,15.8,0.75,12.0,8.4,1.02,422.5,6.3,10.4
1580065740.0,21.2,744.6,15.8,0.76,12.0,8.5,1.03,421.7,6.3,10.4
1580065800.0,21.2,744.6,15.8,0.79,11.9,8.4,1.04,421.4,6.3,10.3
1580065860.0,21.2,744.7,15.8,0.82,11.8,8.6,1.04,421.1,6.3,10.4
1580065920.0,21.2,745.0,15.8,0.85,11.9,8.6,1.03,421.8,6.4,10.5
1580065980.0,21.2,745.1,15.7,0.88,11.9,9.0,1.04,419.7,6.4,10.6
1580066040.0,21.2,745.1,15.7,0.89,11.9,9.4,1.05,418.0,6.5,10.6
1580066100.0,21.2,745.0,15.8,0.87,11.9,9.1,1.05,416.9,6.5,10.7
1580066160.0,21.2,745.0,15.8,0.88,11.8,9.0,1.06,413.9,6.5,10.6
1580066220.0,21.2,744.5,15.7,0.89,11.8,9.0,1.06,413.1,6.4,10.6
1580066280.0,21.2,744.4,15.7,0.89,11.8,9.1,1.06,414.8,6.4,10.5
1580066340.0,21.2,744.4,15.7,0.89,11.8,9.5,1.07,416.4,6.4,10.6
1580066400.0,21.2,744.4,15.7,0.88,11.8,9.8,1.07,417.0,6.5,10.7
1580066460.0,21.2,744.4,15.7,0.85,11.8,9.6,1.08,419.1,6.5,10.8
1580066520.0,21.1,744.4,15.7,0.85,11.8,9.2,1.08,420.6,6.6,10.8
1580066580.0,21.1,744.4,15.7,0.85,11.8,9.6,1.08,422.9,6.6,10.8
1580066640.0,21.1,744.4,15.7,0.85,11.8,9.7,1.09,425.1,6.6,10.8
1580066700.0,21.1,744.4,15.7,0.84,11.9,9.4,1.09,420.9,6.6,10.8
1580066760.0,21.1,744.4,15.7,0.84,11.9,9.3,1.08,417.7,6.6,10.8
1580066820.0,21.1,744.4,15.7,0.83,11.9,10.0,1.08,415.3,6.6,10.9
1580066880.0,21.1,744.4,15.7,0.82,11.9,9.8,1.08,412.1,6.6,10.9
1580066940.0,21.1,744.4,15.7,0.82,11.8,9.7,1.07,410.6,6.6,10.9
1580067000.0,21.1,744.4,15.7,0.81,11.9,9.4,1.06,411.6,6.6,10.9
1580067060.0,21.1,744.4,15.7,0.80,11.9,9.3,1.05,413.3,6.6,10.9
1580067120.0,21.1,744.4,15.7,0.79,11.9,9.3,1.04,417.3,6.6,10.8
1580067180.0,21.1,744.4,15.7,0.78,11.9,9.2,1.03,416.5,6.6,10.8
1580067240.0,21.0,744.4,15.8,0.78,11.9,9.4,1.02,416.4,6.6,10.9
1580067300.0,21.0,744.3,15.8,0.78,11.9,9.5,1.02,418.3,6.6,10.9
1580067360.0,21.0,744.3,15.9,0.78,11.9,9.6,1.02,420.4,6.6,10.9
1580067420.0,21.0,744.3,15.9,0.80,11.9,9.6,1.01,423.0,6.6,10.9
1580067480.0,21.0,744.3,15.9,0.82,12.0,9.4,1.01,425.2,6.6,11.0
1580067540.0,21.0,744.3,15.9,0.83,12.0,9.4,1.01,424.8,6.6,11.0
1580067600.0,21.0,744.3,15.9,0.85,12.0,9.2,1.01,424.1,6.7,11.1
1580067660.0,21.0,744.3,16.0,0.86,12.0,8.9,1.01,422.6,6.7,11.1
1580067720.0,20.9,744.3,16.0,0.88,12.0,9.0,1.01,422.5,6.7,11.2
1580067780.0,20.9,744.3,15.9,0.90,12.0,9.2,1.01,423.3,6.8,11.2
1580067840.0,20.9,744.2,16.0,0.91,12.1,9.5,1.02,424.9,6.8,11.3
1580067900.0,20.9,744.3,16.0,0.90,12.1,9.7,1.02,427.4,6.8,11.3
1580067960.0,20.9,744.2,16.1,0.90,12.1,9.8,1.02,428.3,6.8,11.3
1580068020.0,20.9,744.2,16.0,0.89,12.2,9.5,1.03,430.2,6.8,11.3
1580068080.0,20.9,744.2,16.0,0.89,12.3,9.1,1.03,427.4,6.8,11.3
1580068140.0,20.9,744.2,16.0,0.88,12.3,9.2,1.04,430.2,6.8,11.3
1580068200.0,20.9,744.1,16.1,0.88,12.3,9.2,1.04,429.4,6.8,11.3
1580068260.0,20.9,744.1,16.1,0.89,12.4,9.1,1.05,433.9,6.8,11.3
1580068320.0,20.9,744.1,16.1,0.88,12.5,9.4,1.04,434.5,6.8,11.4
1580068380.0,20.9,744.0,16.1,0.90,12.5,9.3,1.04,438.0,6.9,11.3
1580068440.0,20.9,744.0,16.2,0.88,12.6,9.6,1.04,441.5,6.9,11.4
1580068500.0,20.9,744.0,16.3,0.88,12.6,10.0,1.04,445.3,6.9,11.3
1580068560.0,20.9,744.1,16.3,0.88,12.6,9.7,1.03,446.6,6.9,11.3
1580068620.0,20.9,744.1,16.4,0.88,12.7,9.5,1.02,445.9,6.9,11.3
1580068680.0,20.9,744.0,16.4,0.87,12.7,9.4,1.03,442.8,7.0,11.4
1580068740.0,20.9,744.1,16.5,0.85,12.7,9.6,1.03,NaN,7.0,11.4
1580068800.0,20.9,744.1,16.6,0.84,12.7,9.7,1.03,NaN,7.0,11.5
1580068860.0,20.9,744.1,16.6,0.84,12.8,9.9,1.03,NaN,7.0,11.4
1580068920.0,20.9,744.0,16.6,0.86,12.8,10.1,1.04,NaN,7.0,11.4
1580068980.0,20.9,744.0,16.6,0.85,12.8,10.3,1.05,NaN,7.0,11.4
1580069040.0,20.9,744.0,16.7,0.84,12.8,10.6,1.05,NaN,7.0,11.4
1580069100.0,20.9,744.0,16.7,0.84,12.8,10.6,1.05,NaN,7.0,11.4
1580069160.0,20.9,744.0,16.7,0.84,12.9,10.8,1.05,NaN,7.1,11.4
1580069220.0,20.9,744.0,16.8,0.82,13.0,10.7,1.04,NaN,7.1,11.4
1580069280.0,20.9,744.0,16.8,0.81,13.0,11.1,1.04,NaN,7.0,11.4
1580069340.0,20.9,743.9,16.8,0.78,12.9,12.0,1.04,NaN,7.0,11.3
1580069400.0,20.9,743.9,16.9,0.75,12.9,11.8,1.04,NaN,7.1,11.3
1580069460.0,20.9,743.9,16.9,0.74,12.8,11.3,1.05,NaN,7.1,11.4
1580069520.0,20.9,743.9,16.9,0.74,12.7,11.4,1.05,452.1,7.1,11.4
1580069580.0,20.9,743.9,16.9,0.73,12.8,11.6,1.06,455.1,7.1,11.4
1580069640.0,20.9,744.0,16.9,0.73,12.9,11.5,1.06,463.5,7.1,11.4
1580069700.0,20.9,744.0,16.9,0.72,12.9,11.0,1.05,463.4,7.1,11.4
1580069760.0,20.9,744.0,16.9,0.72,13.0,10.9,1.05,463.3,7.1,11.4
1580069820.0,20.9,744.0,16.9,0.74,13.2,11.5,1.05,459.9,7.1,11.4
1580069880.0,20.9,743.9,17.0,0.76,13.3,11.4,1.05,459.2,7.1,11.4
1580069940.0,20.9,743.8,17.1,0.77,13.5,11.1,1.04,466.0,7.1,11.5
1580070000.0,20.9,743.8,17.3,0.76,13.6,10.6,1.03,477.7,7.1,11.5
1580070060.0,20.9,743.9,17.4,0.78,13.5,10.4,1.03,484.0,7.2,11.5
1580070120.0,20.9,743.6,17.5,0.82,13.6,10.3,1.04,484.6,7.2,11.5
1580070180.0,20.9,743.6,17.6,0.85,13.5,10.4,1.04,480.6,7.2,11.6
1580070240.0,20.9,743.6,17.7,0.86,13.5,10.6,1.04,483.3,7.2,11.6
1580070300.0,20.9,743.6,17.7,0.84,13.5,10.0,1.05,484.6,7.2,11.5
1580070360.0,20.9,743.6,17.7,0.83,13.5,9.6,1.06,481.8,7.1,11.4
1580070420.0,20.9,743.6,17.7,0.82,13.6,9.7,1.06,479.6,7.1,11.3
1580070480.0,21.0,743.6,17.6,0.81,13.7,9.7,1.07,473.3,7.1,11.3
1580070540.0,21.0,743.6,17.5,0.78,13.9,9.8,1.06,473.7,7.1,11.4
1580070600.0,21.1,743.6,17.5,0.76,13.9,10.6,1.06,472.7,7.0,11.3
1580070660.0,21.1,743.6,17.5,0.77,13.9,10.7,1.07,475.5,7.0,11.2
1580070720.0,21.1,743.6,17.5,0.81,13.9,10.2,1.07,479.6,7.0,11.3
1580070780.0,21.2,743.5,17.5,0.85,13.9,9.9,1.06,479.0,7.0,11.2
1580070840.0,21.2,743.5,17.5,0.88,13.9,9.9,1.06,478.4,6.9,11.1
1580070900.0,21.2,743.5,17.6,0.89,13.9,10.4,1.06,474.3,6.9,11.2
1580070960.0,21.2,743.4,17.6,0.91,13.9,10.7,1.07,477.4,7.0,11.2
1580071020.0,21.2,743.3,17.7,0.92,13.9,11.1,1.08,480.6,7.0,11.3
1580071080.0,21.2,743.4,17.8,0.92,14.0,11.2,1.08,483.5,7.1,11.4
1580071140.0,21.2,743.4,17.9,0.90,14.1,10.8,1.08,484.8,7.2,11.6
1580071200.0,21.2,743.3,18.0,0.90,14.2,10.5,1.07,483.0,7.2,11.6
1580071260.0,21.2,743.2,18.1,0.88,14.2,10.4,1.07,483.9,7.3,11.7
1580071320.0,21.2,743.2,18.2,0.88,14.2,10.9,1.06,482.2,7.3,11.8
1580071380.0,21.2,743.2,18.3,0.87,14.2,11.2,1.06,485.5,7.3,11.8
1580071440.0,21.2,743.2,18.4,0.86,14.1,10.9,1.06,482.3,7.4,11.9
1580071500.0,21.2,743.1,18.4,0.85,14.1,11.2,1.06,480.1,7.4,12.0
1580071560.0,21.2,743.1,18.4,0.84,14.1,11.5,1.06,475.8,7.4,12.0
1580071620.0,21.2,743.1,18.3,0.82,14.0,11.1,1.06,475.2,7.4,12.0
1580071680.0,21.2,743.1,18.2,0.79,14.0,11.1,1.06,475.9,7.4,12.1
1580071740.0,21.2,743.0,18.2,0.78,13.9,11.0,1.07,474.2,7.4,12.1
1580071800.0,21.2,743.0,18.1,0.77,13.9,11.0,1.07,472.7,7.4,12.0
1580071860.0,21.2,743.0,18.1,0.76,13.8,11.1,1.07,473.7,7.4,12.0
1580071920.0,21.1,743.0,18.0,0.76,13.8,11.6,1.07,473.4,7.3,11.9
1580071980.0,21.1,742.9,17.9,0.75,13.7,11.7,1.07,472.7,7.3,11.9
1580072040.0,21.1,742.8,17.9,0.75,13.7,11.3,1.07,472.6,7.3,11.9
1580072100.0,21.1,742.8,17.8,0.75,13.6,11.5,1.09,470.5,7.3,11.9
1580072160.0,21.1,742.9,17.8,0.77,13.7,11.5,1.09,472.4,7.3,11.9
1580072220.0,21.1,742.8,17.7,0.78,13.6,11.5,1.09,474.2,7.3,11.9
1580072280.0,21.1,742.8,17.6,0.77,13.5,11.9,1.09,471.5,7.3,11.8
1580072340.0,21.1,742.8,17.5,0.77,13.5,12.1,1.09,469.8,7.3,11.7
1580072400.0,21.1,742.8,17.5,0.77,13.5,12.1,1.10,465.8,7.2,11.7
1580072460.0,21.1,742.7,17.5,0.78,13.5,12.2,1.10,464.8,7.2,11.7
1580072520.0,21.1,742.8,17.4,0.78,13.6,12.2,1.10,464.9,7.2,11.6
1580072580.0,21.1,742.8,17.5,0.78,13.6,12.2,1.10,466.5,7.2,11.6
1580072640.0,21.1,742.8,17.5,0.76,13.6,11.9,1.10,464.5,7.2,11.5
1580072700.0,21.0,742.8,17.5,0.75,13.6,12.2,1.10,464.8,7.2,11.5
1580072760.0,21.0,742.8,17.5,0.75,13.6,12.0,1.09,461.5,7.1,11.4
1580072820.0,21.0,742.8,17.5,0.75,13.5,11.9,1.09,461.2,7.1,11.3
1580072880.0,21.0,742.9,17.5,0.74,13.5,12.1,1.09,462.6,7.1,11.3
1580072940.0,21.0,742.8,17.5,0.72,13.4,12.5,1.09,462.2,7.1,11.4
1580073000.0,21.0,743.0,17.4,0.71,13.5,12.3,1.08,464.0,7.1,11.4
1580073060.0,21.0,743.0,17.3,0.70,13.5,12.2,1.08,462.7,7.1,11.4
1580073120.0,21.0,743.0,17.3,0.69,13.3,12.6,1.07,461.6,7.2,11.4
1580073180.0,21.0,743.1,17.3,0.69,13.2,12.8,1.06,460.3,7.2,11.5
1580073240.0,21.0,743.1,17.3,0.68,13.2,12.5,1.06,460.7,7.2,11.4
1580073300.0,21.0,743.0,17.3,0.66,13.2,12.3,1.07,459.1,7.2,11.4
1580073360.0,21.0,743.0,17.3,0.67,13.2,12.2,1.06,457.4,7.1,11.4
1580073420.0,21.0,742.9,17.2,0.68,13.1,11.9,1.05,455.5,7.1,11.4
1580073480.0,21.0,742.9,17.2,0.68,13.1,12.1,1.05,459.4,7.1,11.4
1580073540.0,21.0,743.0,17.2,0.67,13.1,12.9,1.05,461.4,7.1,11.4
1580073600.0,21.0,743.0,17.2,0.67,13.1,13.0,1.05,460.7,7.1,11.4
1580073660.0,21.0,743.0,17.2,0.66,13.1,12.8,1.05,460.1,7.1,11.4
1580073720.0,21.0,743.1,17.1,0.65,13.1,13.1,1.05,458.4,7.1,11.4
1580073780.0,21.0,743.1,17.1,0.64,13.2,12.9,1.04,458.3,7.1,11.4
1580073840.0,21.0,743.2,17.1,0.63,13.2,12.8,1.04,454.3,7.2,11.4
1580073900.0,21.0,743.2,17.1,0.60,13.1,13.0,1.04,451.3,7.2,11.5
1580073960.0,21.0,743.2,17.0,0.59,13.1,13.0,1.04,451.2,7.2,11.5
1580074020.0,21.0,743.2,17.0,0.60,13.1,13.0,1.04,450.1,7.2,11.5
1580074080.0,21.0,743.2,17.0,0.59,13.1,13.1,1.03,452.7,7.3,11.6
1580074140.0,21.0,743.2,17.0,0.60,13.1,13.4,1.03,453.4,7.3,11.6
1580074200.0,21.0,743.2,17.0,0.61,13.1,13.2,1.03,454.3,7.3,11.6
1580074260.0,21.0,743.2,17.0,0.62,13.2,12.9,1.03,456.4,7.3,11.6
1580074320.0,21.0,743.2,17.0,0.64,13.2,12.6,1.03,453.6,7.3,11.5
1580074380.0,21.0,743.2,17.1,0.64,13.2,12.9,1.03,450.8,7.2,11.5
1580074440.0,21.0,743.2,17.1,0.65,13.2,13.5,1.03,448.4,7.2,11.5
1580074500.0,21.0,743.2,17.1,0.66,13.3,13.3,1.04,448.2,7.3,11.6
1580074560.0,21.0,743.2,17.1,0.66,13.4,13.2,1.04,447.9,7.2,11.5
1580074620.0,21.0,743.2,17.2,0.66,13.5,13.3,1.04,449.7,7.2,11.5
1580074680.0,21.0,743.2,17.2,0.65,13.5,12.6,1.04,448.9,7.2,11.5
1580074740.0,21.0,743.2,17.2,0.65,13.6,12.6,1.04,449.6,7.1,11.4
1580074800.0,21.0,743.2,17.3,0.64,13.8,12.8,1.04,447.6,7.2,11.4
1580074860.0,21.0,743.2,17.3,0.65,13.8,12.9,1.04,450.4,7.1,11.4
1580074920.0,21.0,743.2,17.4,0.65,13.8,13.2,1.04,449.8,7.1,11.4
1580074980.0,21.0,743.2,17.6,0.64,13.8,13.2,1.04,453.6,7.1,11.4
1580075040.0,21.0,743.2,17.6,0.61,13.8,13.4,1.05,454.9,7.1,11.4
1580075100.0,20.9,743.2,17.6,0.59,13.8,13.2,1.06,453.1,7.1,11.5
1580075160.0,20.9,743.2,17.6,0.59,13.8,13.0,1.06,453.6,7.1,11.4
1580075220.0,20.9,743.2,17.5,0.59,13.8,12.9,1.07,450.7,7.1,11.5
1580075280.0,20.9,743.2,17.5,0.58,13.9,13.0,1.08,448.8,7.2,11.6
1580075340.0,20.9,743.2,17.5,0.58,13.9,13.0,1.08,448.7,7.2,11.6
1580075400.0,20.9,743.2,17.5,0.57,13.9,13.3,1.07,449.3,7.2,11.6
1580075460.0,20.9,743.2,17.5,0.59,14.1,13.1,1.07,452.3,7.1,11.5
1580075520.0,20.9,743.2,17.5,0.61,14.3,13.2,1.07,453.2,7.1,11.5
1580075580.0,20.9,743.2,17.6,0.61,14.3,13.2,1.07,454.3,7.2,11.5
1580075640.0,20.9,743.2,17.7,0.61,14.4,13.0,1.08,453.2,7.2,11.5
1580075700.0,20.9,743.2,17.8,0.62,14.5,12.7,1.08,452.6,7.2,11.5
1580075760.0,20.9,743.2,18.0,0.62,14.7,12.8,1.09,452.0,7.2,11.5
1580075820.0,20.9,743.2,18.1,0.64,14.8,12.5,1.09,450.9,7.2,11.4
1580075880.0,20.9,743.2,18.3,0.65,14.9,12.6,1.09,449.2,7.2,11.4
1580075940.0,20.9,743.2,18.5,0.64,15.0,13.0,1.09,NaN,7.1,11.4
1580076000.0,20.9,743.2,18.7,0.64,15.1,12.8,1.09,NaN,7.2,11.4
1580076060.0,20.9,743.2,18.8,0.67,15.2,12.8,1.08,NaN,7.2,11.4
1580076120.0,20.9,743.2,19.0,0.69,15.2,12.6,1.07,NaN,7.2,11.4
